company_name,job_title,location,salaries,description
Lirio,Senior Data Scientist,"Knoxville, TN",,"To apply, please send your resume and LinkedIn URL to talent@lirio.co and specify the position for which you are applying in the subject line...."
Noblis,Data Analytics Developer,"Reston, VA","$83,000 - $125,000 a year (Indeed est.)",Team members will work collaboratively with the other Noblis data analytics architects and data scientists to design and implement an offline and near real time...
"Amazon Web Services, Inc.",Deep Learning Architect,"Herndon, VA",,"Collaborate with our data scientists to create scalable ML solutions for business problems. Strong working knowledge of deep learning, machine learning and..."
Ultimate Software,DATA SCIENCE ENGINEER,"Fort Lauderdale, FL","$89,000 - $132,000 a year (Indeed est.)","Partnering with Data Scientists to deliver features to production. This will include taking pre-trained Machine Learning models and creating microservices,..."
Perspecta,Data Scientist IV,"Chantilly, VA","$112,000 - $166,000 a year (Indeed est.)",The role of the Data Scientist is to quantify data to provide unique insights for leadership. Experience with entity extraction and conceptual search...
Pluralsight,Data Scientist,"Farmington, UT","$76,000 - $112,000 a year (Indeed est.)","At Pluralsight, you will be part of an established team of collaborative data scientists supporting decision makers across the company...."
Agelix Consulting LLC,Data Scientist,"Milpitas, CA","$111,000 - $164,000 a year (Indeed est.)","Machine Learning Algorithm. Key words should be ML, deep learning (maybe), regression model, and most important skill set is Natural language processing(NLP)…..."
Logistics Management Institute,Junior Data Scientist (Secret Clearance Required),"Tysons, VA",,"Developing machine learning, data mining, statistical network, natural language processing, text analytics, and graph-based algorithms to analyze massive data..."
Verizon,Data Scientist,"Ashburn, VA","$86,000 - $127,000 a year (Indeed est.)","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Decision Sciences,Data Scientist,"Poway, CA","$100,000 - $147,000 a year (Indeed est.)","Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC","$99,000 - $146,000 a year (Indeed est.)","Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA","$91,000 - $135,000 a year (Indeed est.)","Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Big Fish Games,Data Scientist- Casual Games,"Seattle, WA",,"Data Scientist- Casual Games. The Data Science team is looking for a talented individual to extract insights from player data, design and analyze AB tests, and..."
Transform SR LLC,Data Scientist (Innovel),"Hoffman Estates, IL",,"Provides leadership in developing robust solutions for Analytics, Predictive Analytics, Pattern Recognition, Data Mining, Reporting,...."
Workday,"Data Scientist, People Analytics","Pleasanton, CA",,"As the Senior People Analytics Analyst on Workday’s People Analytics & Insights team, you will work closely with the various People & Purpose Centers of..."
Nu Skin,Data Scientist,"Provo, UT",,We are looking for talented Machine Learning Scientists who can apply innovative Machine Learning techniques to real-world problems....
Amazon Robotics LLC,Data Scientist - Performance Profiling,"North Reading, MA",,Experience giving data presentations with graphical or data visualization tools. Background in applied statistics or machine learning....
The New York Times,Data Scientist,"New York, NY",,"The Times seeks a Data Scientist to join the Data Science Group applying machine learning methods to meet this challenge, in close collaboration with working..."
UCB,System Optimization Data Scientist,"Atlanta, GA",,"The System Optimization Data Scientist will be responsible for assisting with the development of novel visualization, machine learning, optimization and..."
Western Digital,Data Scientist,"San Jose, CA",,"Proven work experience as a Data Architect, Data Scientist, Data Analyst or similar role. Aligning sales data sets to automate data visualization and..."
AECOM,Scientist I / Report Writter,"Charlotte, NC",,"+ Interprets and records data, conducts analyses, compares findings to relevant studies and local, state and federal regulations to ensure compliance...."
Kinsa Inc.,Data Scientist,"San Francisco, CA",,"The ideal candidate is skilled in a range of general data science, machine learning and other statistical approaches;..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Flowhub,Data Scientist,"Denver, CO",,"As a Data Scientist, you will work closely with our product team to parse and analyze data from the Flowhub platform...."
Uber,Senior Data Engineer Uber Freight,"San Francisco, CA",,"Pricing, Matching, Health & Data. You will work closely with a cross functional team of Engineers, Data Scientists & Operation Analysts to automate and optimize..."
Data Concepts,"Data Scientist, Senior Manager","McLean, VA",,"Serve as the subject matter expert to articulate areas such as strategic, marketing and data analytics & statistics, data science, big data, normalization and..."
U.Group,Data Scientist,"Arlington, VA",,"At U.Group, the data science team mostly does data wrangling, natural language processing, and machine learning...."
JDA Software,Data Science Consultant,"Dallas, TX",,"Demonstrated experience of script programming languages, preferably Python, for data analytics and machine learning applications...."
Apple,Research Scientist - Computer Vision/Machine Learning,"Seattle, WA",,We are looking for research scientists with a passion for using computer vision and machine learning to transform intelligent user experiences....
Minnesota Twins,"Data Scientist, Business Strategy & Analytics","Minneapolis, MN",,"Serve as subject matter expert on statistics, regression, machine learning, and other related skill sets. Advanced proficiency in SQL, R, Python, and/or similar..."
University of North Carolina at Chapel Hill,Data Analytics Scientist,"Chapel Hill, NC",,The Data Analytics Scientist provides creative data analytics support for projects that involve local and national collaborations with researchers and other...
LendingPoint Consolidated Inc,DATA SCIENTIST,"Kennesaw, GA",,"At the core, you’ll need to be an expert in SQL and Hadoop to undertake data extraction, transformation and to generate great insights...."
Ipsos North America,Data Ninja Intern,"Washington, DC",,"Previous coursework has included deep learning, machine learning, software engineering, data mining, Natural Language Understanding...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
PR MANAGEMENT,"Sr Data Scientist, Analytics and Advertising","Greenwich, CT","$165,000 - $250,000 a year","Using available data to address business questions or concerns. Degree in a quantitative discipline (e.g., statistics, operations research, econometrics,..."
Liquidnet,Junior Data Scientist/Quant Developer,"New York, NY",,"Our products are used by the largest investment firms globally, and we are recognised as an industry-leading innovator in big data analytics, AI and machine..."
U.S. Bank,Data Scientist – CDC,"St. Louis, MO",,"R, Python, SQL) to draw insights from large data sets; Subject matter expertise in data warehousing, database structures and data analysis...."
Ascension System Office,Data Scientist,"Sterling Heights, MI",,"Data Scientist - Solutions USHH - Full-Time, Days - AIS US Health Holdings/ABS - Sterling Heights, MI. Identifies, defines, directs and preforms project issue..."
Moxie Software,Data Scientist,"Austin, TX",,"Data visualization and presentation of data-driven insights. In this position, you will be leveraging the latest advancements in NLP and our existing corpus of..."
Bose,Data Wrangler (Data Management Analyst),"Boston, MA",,"Gather data sets requirements from data analysts, data scientists and data stewards, design and deliver datasets from various databases platforms and data files..."
"TTI, INC.",Senior Data Scientist,"Fort Worth, TX",,Prepare high-level and detail-level project plans and ensure that each project objective is being completed within the agreed upon deadlines....
First Hawaiian Bank,Data Scientist,"Honolulu, HI",,"Writes code in language optimal for particular task or system with bias for higher-level, common languages and tools such as Python, LaTeX, Oracle SQL, SQL..."
S&P Global,Data Scientist,"New York, NY",,"You will work closely with other senior scientists to create state of the art Augmented Intelligence, Data Science and Machine Learning solutions...."
HMS,Data Scientist II,"Irving, TX",,"Determine project plans, timelines, and/or technical objectives for statistical aspects of healthcare data analytic processes, applying valid statistical..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
University of Maryland Medical System,Healthcare Data Scientist,"Linthicum, MD",,"Creates, communicates, and manages the project plans and other required project documentation and provides updates to leadership as necessary...."
NYC Health + Hospitals,"Clinical Data Scientist (Clinical Business Analyst Level 3), OneCity Health","New York, NY",,"A Masters Degree or advanced clinical degree from an accredited college or university and one year of experience gathering and documenting business, clinical,..."
JP Morgan Chase,CIB Treasury Services - Data Scientist - Associate,"New York, NY",,"We are data scientists, design strategists and business leaders set on creating and building data products that transform the way we and our clients do business..."
Transform SR LLC,Data Scientist (Innovel),"Hoffman Estates, IL",,"Provides leadership in developing robust solutions for Analytics, Predictive Analytics, Pattern Recognition, Data Mining, Reporting,...."
RiskIQ,Data Scientist,"San Francisco, CA",,"As a data scientist at RiskIQ, you will evaluate your work by how well you enable our customers to find interesting security insights from our data...."
McKinsey & Company,Data Scientist - Journey Analytics,"New York, NY",,"You will lead a team of specialists, data scientists and data engineers under the mentorship of solution leadership, through all stages of an engagement:...."
Paladina Health,Healthcare Data Scientist,"Denver, CO",,"Analytics plays an integral role at Paladina Health to support healthcare delivery and business operations by providing relevant, timely, and actionable..."
CGG,Data Scientist,"Houston, TX",,"Experience and/or education in at least one of the fields of Big Data, Data Mining, Predictive/Prescriptive Analytics, Optimization, Exploratory Analysis &..."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Parsons,Associate Environmental Scientist,"Charlotte, NC",,"Under close supervision, performs a variety of environmental sampling and analytical tasks by applying basic scientific techniques...."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Penn State University,Data Engineer,"Reston, VA",,Collaborating with data scientists to ensure data management architectures support analysis requirements; This includes working with software developers and...
Apple,"Marketing Data Scientist, Apple Media Products Data Science","Santa Clara Valley, CA",,Dive deep into large-scale data to uncover trends and identify key insights that will propel the Apple TV business and marketing strategy....
NT Concepts,Data Scientist,"Fort Worth, TX",,"Our team of engineers, subject matter experts, and data scientists provide experienced, high-quality Information Technology (IT) and cybersecurity engineering..."
"Xyntek, Inc",Data Scientist,"Philadelphia, PA",,Experience using machine learning algorithms to catalog data preferred; Liaison with senior scientists to gather detailed user requirements;...
VA Commonwealth Univ,Data Scientist,"Richmond, VA","$75,000 - $90,000 a year","Additionally, will collaborate on inter-departmental initiatives that would benefit from advance data analytics...."
Genentech,"Associate Data Scientist or Data Scientist, Evidence for Access, USMA","South San Francisco, CA",,Support principal/senior TI data scientists to design and execute retrospective observational studies for Health Economics and Outcomes Research (HEOR) and...
eBay Inc.,"Data Scientist, Product analytics","San Francisco, CA",,"Data Scientist, Product Analytics. Proven track record in solving business problems through fact based and scientific analytics...."
comScore,Data Scientist,"Portland, OR",,"Expertise at querying and manipulating data in preparation for analytics or data visualization using SQL, Spark, R/Python, etc...."
BAE Systems,Statistician/Data Scientist,"McLean, VA",,"Applies business analytics and customer segmentation techniques in any corporate function, e.g. marketing analytics, consumer analytics, operations analysis,..."
Siemens,"Data Scientist - Autonomous Buildings - Austin, TX","Austin, TX",,"You will work alongside data scientists, application engineers and software/cloud developers, in order to define, develop and implement the next generation of..."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Synchrony,"VP, Data Scientist","Chicago, IL","$85,000 - $170,000 a year","Manage, lead and grow team of Data Scientists. Perform data mining and develop machine learning-based predictive analytics for POCs (proofs of concepts) using a..."
Twinn Intelligence Group,Data Scientist with (Active) TS/SCI and Poly,"McLean, VA","$200,000 a year","Proven experience developing machine learning algorithms (list years’ experience only). Communication in the form briefings, storytelling to share insights,..."
Helen of Troy,Data Scientist,"El Paso, TX",,"Work directly with NAM to communicate internally and externally all forecasting plans roll up to sales demand, business opportunities, trends, and results...."
Transamerica,Data Scientist,"Denver, CO",,"As part of the Advanced Analytics group, the Data Scientist works with product managers, data engineers, and other data scientists to develop innovative..."
Noblis,Data Analytics Developer,"Reston, VA",,Team members will work collaboratively with the other Noblis data analytics architects and data scientists to design and implement an offline and near real time...
HMS,Data Scientist II,"Irving, TX",,"Determine project plans, timelines, and/or technical objectives for statistical aspects of healthcare data analytic processes, applying valid statistical..."
Hawaiian Airlines,Data Scientist- Marketing Analytics,"Honolulu, HI",,"Serve as technical consultant in the fields of marketing analytics, data science, and decision analytics. Master’s degree in Statistics, Industrial Engineering..."
Ipsos North America,Data Ninja Intern,"Washington, DC",,"Previous coursework has included deep learning, machine learning, software engineering, data mining, Natural Language Understanding...."
BAE Systems,AEGIS Data Analysis Center (DAC) Operator,"Wallops Island, VA",,"Distribute all essential data to multiple Land Based Test Sites (LBTS) in accordance with site direction, customer requests and data routing directives...."
"Apogee Engineering, LLC",ACC/A2 - Analytic Data Scientist,"Langley AFB, VA",,"Experience with data management, data analytics, experimentation, innovation, and technology scouting...."
"PRA Group, Inc.",Data Scientist,"Norfolk, VA","$91,000 - $135,000 a year (Indeed est.)","Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC","$99,000 - $146,000 a year (Indeed est.)","Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Decision Sciences,Data Scientist,"Poway, CA","$100,000 - $147,000 a year (Indeed est.)","Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Verizon,Data Scientist,"Ashburn, VA","$86,000 - $127,000 a year (Indeed est.)","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
WeWork,Data Science Intern - Engagement,"New York, NY",,"Over the course of your summer project, you’ll work alongside our Data Scientists to extract meaningful insights and make recommendations that influence the..."
Symantec,Principal Data Scientist/Analyst,"Tempe, AZ",,"Experience with regression methods (linear, non-linear, logistic), machine learning techniques (Random Forest, SVM, Boosting), scientific method, CLV modelling,..."
"Techflow, Inc.",Senior Data Scientist,"Sterling, VA",,"Includes statistical analyses, data visualization, data mining, and data cleansing / transformation. Ability to communicate deep analytical results in forms..."
Defined Clarity,Data Analyst / Data Scientist,"Philadelphia, PA",$65 - $75 an hour,Must be able to write SQL queries and must have experience with data extraction. We have a client that is looking for a data scientist to add to its team....
SyApps LLC,Senior Data Scientist,"Manassas, VA",,"We are looking to enhance our capabilities in the areas of Data Analytics, Machine learning etc. These capabilities will help explore various data analytics..."
Apple,Technical Product Manager - Data Pipeline,"Santa Clara Valley, CA",,"In this role, you’ll work with a diverse set of product and engineering teams to design and build innovative data systems that exceed industry standards and..."
JP Morgan Chase,Data Scientist Manager,"Jacksonville, FL","$84,000 - $124,000 a year (Indeed est.)",Create data models using best practices to ensure high data quality and reduced redundancy. The Senior Data Scientist is responsible for data models to meet the...
Uber,2019 PhD Data Scientist Internship - Marketing Analytics,"San Francisco, CA","$117,000 - $172,000 a year (Indeed est.)","/ Masters student (anticipated graduation in 2020) majoring in CS, Economics, Statistics, Machine Learning, Operations Research, Physics or other quantitative..."
The Aerospace Corporation,Data Scientist,"El Segundo, CA","$106,000 - $156,000 a year (Indeed est.)",Required for Data Scientist. Experience in implementing real-time machine learning and data mining algorithms in large scale environments....
Uber,Data Science Manager - Uber Everything (SF),"San Francisco, CA","$113,000 - $166,000 a year (Indeed est.)","To solve these problems, data scientists leverage unique data sources diverse in both geographical and temporal dimensions and in both structured (data from app..."
Confidential Search Firm,Data Scientist - Machine Learning,"Herndon, VA","$100,000 - $150,000 a year",Cloud (AWS/ Google Cloud) with data science/machine learning emphasis including technology implementations Develop both deployment architecture and scripts for...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA","$91,000 - $135,000 a year (Indeed est.)","Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Decision Sciences,Data Scientist,"Poway, CA","$100,000 - $147,000 a year (Indeed est.)","Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC","$99,000 - $146,000 a year (Indeed est.)","Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Verizon,Data Scientist,"Ashburn, VA","$86,000 - $127,000 a year (Indeed est.)","Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
DELL,Principal Data Scientist (100% Remote or Onsite),North Carolina,,"We are looking for data scientists to work on machine learning, data mining, and statistical modeling for predictive and prescriptive enterprise analytics...."
Walmart eCommerce,Data Scientist Internship,"San Bruno, CA","$98,000 - $144,000 a year (Indeed est.)",The candidate will work along side data scientists / engineers in the team to work on challenging machine learning problems and explore how state-of-the-art...
"Discovery Communications, LLC",Data Engineer,"Sterling, VA",,"You will be part of the Global Data & Analytics engineering technology team and will partner closely with a team of data scientists, business analysts & data..."
The Marketing Store,Data Science Intern,"Chicago, IL",,"Work with large, complex data sets to derive actionable business insights using machine learning and advanced analytics...."
Trunk Club,Data Scientist,"Chicago, IL","$97,000 - $143,000 a year (Indeed est.)",Our data scientists dive into readily accessible data and tools thanks to our diligent data engineering team....
Allied Associates International,Junior Data Scientist (Secret Clearance),"Chantilly, VA",,"Develop custom data models and algorithms to be applied to data sets, inclusive of machine learning techniques...."
TDMK Digital,Data Scientist,"Boston, MA","$90,000 - $139,000 a year",We are looking for data scientists who will be able to work in a team composed of data scientists and data engineers to support a variety of software...
microformula,Formulation Scientist,"Princeton, NJ","$100,000 - $150,000 a year",Highly developed project management skills with the ability to translate business/company objectives to relevant project goals and the ability to create...
The Climate Corporation,Data Scientist - Soy Crop,"San Francisco, CA","$94,000 - $139,000 a year (Indeed est.)",We are seeking a quantitative researcher to join our team of data scientists focused on creating predictive agronomic models for soy crop systems....
Forefront Analytics,Junior Quantitative Analyst,"West Conshohocken, PA",,"Knowledge of financial data platforms such as Bloomberg, Thomson Reuters, Factset, etc. is a plus. Must have strong programming skills, ideally including MATLAB..."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
